fecha,valor
2023-03-29 13:00:30,4660
2023-03-29 13:00:36,4660
2023-03-29 13:00:37,4660
2023-03-29 13:00:38,4660
2023-03-29 13:00:48,4660
2023-03-29 13:01:54,4660.25
2023-03-29 13:03:04,4661.6875
2023-03-29 13:04:26,4662.7917
2023-03-29 13:04:29,4663.3438
2023-03-29 13:04:36,4663.3235
2023-03-29 13:04:38,4663.25
2023-03-29 13:05:25,4663.3921
2023-03-29 13:05:47,4663.9652
2023-03-29 13:05:50,4664.3135
2023-03-29 13:05:55,4664.4278
2023-03-29 13:05:56,4664.5339
2023-03-29 13:05:59,4664.6517
2023-03-29 13:07:00,4664.63
2023-03-29 13:09:28,4664.6203
2023-03-29 13:09:48,4664.6429
2023-03-29 13:09:52,4664.6676
2023-03-29 13:09:59,4664.6938
2023-03-29 13:10:02,4664.7049
2023-03-29 13:10:40,4664.6477
2023-03-29 13:10:59,4664.6316
2023-03-29 13:11:01,4664.6163
2023-03-29 13:11:03,4664.5745
2023-03-29 13:11:04,4664.5619
2023-03-29 13:11:21,4664.5167
2023-03-29 13:11:25,4664.169
2023-03-29 13:11:26,4664.1293
2023-03-29 13:11:31,4663.9672
2023-03-29 13:11:32,4663.5906
2023-03-29 13:11:33,4663.2487
2023-03-29 13:11:41,4663.202
2023-03-29 13:11:45,4663.1126
2023-03-29 13:11:46,4663.028
2023-03-29 13:12:02,4662.8719
2023-03-29 13:12:15,4662.8608
2023-03-29 13:12:20,4662.85
2023-03-29 13:12:22,4662.8395
2023-03-29 13:12:23,4662.8292
2023-03-29 13:12:42,4662.7643
2023-03-29 13:12:45,4662.6612
2023-03-29 13:12:48,4662.5628
2023-03-29 13:12:55,4662.5342
2023-03-29 13:14:09,4662.4731
2023-03-29 13:14:11,4662.4133
2023-03-29 13:14:12,4661.9478
2023-03-29 13:14:14,4661.6812
2023-03-29 13:14:15,4661.4298
2023-03-29 13:14:41,4661.3492
2023-03-29 13:14:56,4661.2986
2023-03-29 13:15:12,4661.2207
2023-03-29 13:15:13,4661.0693
2023-03-29 13:15:17,4660.9884
2023-03-29 13:15:18,4660.8453
2023-03-29 13:15:40,4660.7159
2023-03-29 13:15:52,4660.5824
2023-03-29 13:15:53,4660.439
2023-03-29 13:15:54,4660.2829
2023-03-29 13:15:55,4660.2059
2023-03-29 13:16:00,4660.0557
2023-03-29 13:16:01,4659.9441
2023-03-29 13:16:21,4659.8225
2023-03-29 13:16:23,4659.7846
2023-03-29 13:16:32,4659.7396
2023-03-29 13:16:39,4659.6953
2023-03-29 13:16:49,4659.6647
2023-03-29 13:17:06,4659.5853
2023-03-29 13:17:08,4659.5472
2023-03-29 13:17:33,4659.4326
2023-03-29 13:18:24,4659.3614
2023-03-29 13:18:28,4659.3266
2023-03-29 13:18:29,4659.2922
2023-03-29 13:18:30,4659.2672
2023-03-29 13:18:31,4659.2287
2023-03-29 13:18:32,4659.1722
2023-03-29 13:18:33,4659.1636
2023-03-29 13:19:34,4659.1556
2023-03-29 13:20:03,4659.1539
2023-03-29 13:20:04,4659.1525
2023-03-29 13:20:07,4659.155
2023-03-29 13:20:15,4659.141
2023-03-29 13:20:18,4659.1271
2023-03-29 13:20:41,4659.0987
2023-03-29 13:20:43,4659.0716
2023-03-29 13:20:44,4659.059
2023-03-29 13:20:46,4659.0418
2023-03-29 13:20:51,4659.0861
2023-03-29 13:20:52,4659.1244
2023-03-29 13:20:53,4659.1358
2023-03-29 13:20:54,4659.3142
2023-03-29 13:21:06,4659.3388
2023-03-29 13:21:08,4659.3652
2023-03-29 13:21:28,4659.4497
2023-03-29 13:21:29,4659.5309
2023-03-29 13:22:24,4659.5517
2023-03-29 13:22:26,4659.7336
2023-03-29 13:22:29,4659.7783
2023-03-29 13:22:30,4659.8004
2023-03-29 13:22:52,4659.8178
2023-03-29 13:22:57,4659.835
2023-03-29 13:22:58,4659.8378
2023-03-29 13:23:02,4659.8561
2023-03-29 13:23:04,4659.8894
2023-03-29 13:23:29,4659.8988
2023-03-29 13:23:31,4659.91
2023-03-29 13:23:32,4659.9228
2023-03-29 13:23:33,4659.9356
2023-03-29 13:23:39,4659.9446
2023-03-29 13:24:43,4659.9491
2023-03-29 13:24:58,4659.9535
2023-03-29 13:25:03,4659.9579
2023-03-29 13:25:04,4659.9843
2023-03-29 13:25:05,4659.992
2023-03-29 13:26:01,4660.0087
2023-03-29 13:26:03,4660.0171
2023-03-29 13:26:33,4660.0253
2023-03-29 13:26:40,4660.0252
2023-03-29 13:26:52,4660.0441
2023-03-29 13:26:53,4660.0802
2023-03-29 13:26:54,4660.1076
2023-03-29 13:26:55,4660.1182
2023-03-29 13:26:58,4660.1274
2023-03-29 13:27:04,4660.1594
2023-03-29 13:27:06,4660.1663
2023-03-29 13:27:10,4660.177
2023-03-29 13:27:11,4660.2025
2023-03-29 13:27:37,4660.213
2023-03-29 13:27:38,4660.2541
2023-03-29 13:27:43,4660.2672
2023-03-29 13:28:10,4660.2771
2023-03-29 13:28:11,4660.2871
2023-03-29 13:28:28,4660.3001
2023-03-29 13:28:29,4660.3265
2023-03-29 13:28:41,4660.3362
