fecha,valor
2023-03-16 13:02:55,4882.95
2023-03-16 13:02:57,4882.95
2023-03-16 13:02:59,4882.95
2023-03-16 13:03:49,4882.4119
2023-03-16 13:05:10,4881.1152
2023-03-16 13:05:13,4880.026
2023-03-16 13:05:27,4879.5442
2023-03-16 13:05:30,4875.3288
2023-03-16 13:05:51,4874.8988
2023-03-16 13:07:10,4874.8079
2023-03-16 13:08:51,4873.2128
2023-03-16 13:08:53,4873.3355
2023-03-16 13:08:54,4873.441
2023-03-16 13:08:55,4873.5152
2023-03-16 13:08:56,4873.5876
2023-03-16 13:08:57,4873.6892
2023-03-16 13:08:58,4873.7564
2023-03-16 13:09:23,4873.8183
2023-03-16 13:09:38,4873.8665
2023-03-16 13:09:39,4873.9133
2023-03-16 13:09:40,4874.0028
2023-03-16 13:09:45,4874.1026
2023-03-16 13:10:06,4874.1855
2023-03-16 13:10:24,4874.2658
2023-03-16 13:10:58,4875.085
2023-03-16 13:10:59,4875.3084
2023-03-16 13:11:01,4875.5124
2023-03-16 13:11:11,4875.6994
2023-03-16 13:12:37,4875.8874
2023-03-16 13:12:49,4875.9386
2023-03-16 13:12:55,4875.9442
2023-03-16 13:13:00,4875.9496
2023-03-16 13:13:02,4875.9596
2023-03-16 13:13:11,4875.9694
2023-03-16 13:13:14,4875.9791
2023-03-16 13:13:15,4875.97
2023-03-16 13:13:17,4875.975
2023-03-16 13:13:18,4875.9798
2023-03-16 13:13:34,4875.9984
2023-03-16 13:13:37,4876.0202
2023-03-16 13:13:55,4875.9735
2023-03-16 13:13:56,4875.9528
2023-03-16 13:13:57,4875.9324
2023-03-16 13:13:58,4875.8543
2023-03-16 13:13:59,4875.7304
2023-03-16 13:14:00,4875.6293
2023-03-16 13:14:01,4875.5909
2023-03-16 13:14:03,4875.5721
2023-03-16 13:14:10,4875.5324
2023-03-16 13:14:11,4875.4539
2023-03-16 13:15:05,4875.2781
2023-03-16 13:15:10,4875.2141
2023-03-16 13:15:11,4875.0833
2023-03-16 13:15:15,4874.2145
2023-03-16 13:15:36,4874.1
2023-03-16 13:15:37,4874.0729
2023-03-16 13:15:38,4874.0777
2023-03-16 13:15:39,4874.0832
2023-03-16 13:16:01,4874.0586
2023-03-16 13:16:52,4873.9924
2023-03-16 13:16:55,4873.9267
2023-03-16 13:17:49,4873.9153
2023-03-16 13:17:50,4873.8929
2023-03-16 13:18:02,4873.8493
2023-03-16 13:18:03,4873.8445
2023-03-16 13:18:11,4873.8535
