fecha,valor
2023-04-04 13:01:13,4595
2023-04-04 13:01:16,4595
2023-04-04 13:01:18,4595
2023-04-04 13:01:23,4595
2023-04-04 13:01:54,4595
2023-04-04 13:01:56,4595
2023-04-04 13:03:17,4595
2023-04-04 13:03:26,4595
2023-04-04 13:03:33,4595
2023-04-04 13:03:34,4595
2023-04-04 13:10:08,4595.1111
2023-04-04 13:10:10,4595.4711
2023-04-04 13:10:22,4595.5475
2023-04-04 13:10:35,4595.569
2023-04-04 13:10:38,4595.55
2023-04-04 13:13:17,4595.5326
2023-04-04 13:13:20,4595.5104
2023-04-04 13:13:21,4595.4932
2023-04-04 13:14:44,4595.528
2023-04-04 13:14:46,4595.729
2023-04-04 13:18:27,4595.7039
2023-04-04 13:18:28,4595.6806
2023-04-04 13:19:16,4595.7826
2023-04-04 13:19:34,4595.7603
2023-04-04 13:19:35,4595.7392
2023-04-04 13:19:36,4595.7193
2023-04-04 13:19:37,4595.7004
2023-04-04 13:19:38,4595.6825
2023-04-04 13:19:39,4595.6655
2023-04-04 13:19:46,4595.6967
2023-04-04 13:19:48,4595.7277
2023-04-04 13:19:49,4595.7595
2023-04-04 13:19:50,4595.8533
2023-04-04 13:20:39,4595.8351
2023-04-04 13:20:49,4595.7645
2023-04-04 13:21:01,4595.6563
2023-04-04 13:22:01,4595.3881
2023-04-04 13:22:31,4595.3277
2023-04-04 13:22:33,4595.2694
2023-04-04 13:22:40,4594.9805
2023-04-04 13:22:41,4594.9222
2023-04-04 13:22:43,4594.8657
2023-04-04 13:22:44,4594.6621
2023-04-04 13:22:47,4594.5404
2023-04-04 13:22:49,4594.4814
2023-04-04 13:22:51,4594.4216
2023-04-04 13:22:58,4594.0832
2023-04-04 13:22:59,4593.9817
2023-04-04 13:23:00,4593.9329
2023-04-04 13:23:14,4593.7487
2023-04-04 13:23:15,4593.642
2023-04-04 13:23:27,4593.5791
2023-04-04 13:23:28,4593.5152
2023-04-04 13:23:29,4593.4528
2023-04-04 13:23:42,4593.3277
2023-04-04 13:23:54,4593.2326
2023-04-04 13:24:15,4593.1779
2023-04-04 13:24:45,4593.1397
2023-04-04 13:25:36,4593.1014
2023-04-04 13:26:03,4592.596
2023-04-04 13:26:17,4592.5405
2023-04-04 13:26:18,4592.4957
2023-04-04 13:26:22,4592.4739
2023-04-04 13:26:25,4592.4314
2023-04-04 13:26:26,4592.4107
2023-04-04 13:26:27,4592.3904
2023-04-04 13:27:08,4592.3227
2023-04-04 13:27:27,4592.2858
2023-04-04 13:27:36,4592.2472
2023-04-04 13:27:42,4592.2092
