fecha,valor
2023-03-30 13:00:34,4605
2023-03-30 13:00:49,4605
2023-03-30 13:01:46,4603.3333
2023-03-30 13:01:48,4602.5
2023-03-30 13:02:03,4601.8
2023-03-30 13:02:05,4601.2
2023-03-30 13:02:14,4601.0286
2023-03-30 13:02:20,4601.275
2023-03-30 13:02:23,4601.1333
2023-03-30 13:02:29,4601.52
2023-03-30 13:02:35,4601.4727
2023-03-30 13:04:34,4601.4154
2023-03-30 13:04:38,4601.4267
2023-03-30 13:04:41,4601.4
2023-03-30 13:04:42,4600.4786
2023-03-30 13:04:43,4598.4592
2023-03-30 13:04:44,4598.4603
2023-03-30 13:04:49,4598.1451
2023-03-30 13:04:56,4598.0226
2023-03-30 13:06:02,4597.9291
2023-03-30 13:06:10,4597.8398
2023-03-30 13:06:13,4597.7163
2023-03-30 13:06:29,4597.6031
2023-03-30 13:06:36,4597.459
2023-03-30 13:07:19,4597.3912
2023-03-30 13:07:20,4597.2632
2023-03-30 13:07:24,4597.0884
2023-03-30 13:07:25,4596.956
2023-03-30 13:07:26,4596.8075
2023-03-30 13:07:27,4595.9854
2023-03-30 13:07:28,4595.8168
2023-03-30 13:07:31,4595.4341
2023-03-30 13:07:32,4595.1624
2023-03-30 13:07:33,4594.6931
2023-03-30 13:07:34,4594.5384
2023-03-30 13:07:38,4594.302
2023-03-30 13:07:40,4594.1299
2023-03-30 13:07:41,4594.0489
2023-03-30 13:07:42,4594.0096
2023-03-30 13:07:54,4593.9711
2023-03-30 13:08:03,4593.919
2023-03-30 13:08:04,4593.8678
2023-03-30 13:08:12,4593.7943
2023-03-30 13:08:13,4593.7156
2023-03-30 13:09:26,4593.6816
2023-03-30 13:09:27,4593.6152
2023-03-30 13:09:29,4593.5829
2023-03-30 13:09:30,4593.5512
2023-03-30 13:09:33,4593.5201
2023-03-30 13:09:34,4593.4298
2023-03-30 13:09:43,4593.347
2023-03-30 13:09:44,4593.2941
2023-03-30 13:09:47,4593.1827
2023-03-30 13:09:49,4593.1219
2023-03-30 13:10:14,4593.0652
2023-03-30 13:10:15,4593.0087
2023-03-30 13:10:46,4592.965
2023-03-30 13:11:14,4592.9007
2023-03-30 13:11:16,4592.8384
2023-03-30 13:11:17,4592.778
2023-03-30 13:11:30,4592.6981
2023-03-30 13:11:52,4592.5422
2023-03-30 13:11:54,4592.256
2023-03-30 13:11:56,4592.2168
2023-03-30 13:11:58,4592.0871
2023-03-30 13:12:37,4592.0402
2023-03-30 13:12:38,4591.9945
2023-03-30 13:12:39,4591.9817
2023-03-30 13:13:03,4591.9609
2023-03-30 13:13:06,4591.9651
2023-03-30 13:13:09,4591.9752
2023-03-30 13:13:32,4591.9753
2023-03-30 13:15:04,4591.9633
2023-03-30 13:15:10,4591.9636
2023-03-30 13:15:21,4591.9518
2023-03-30 13:15:22,4591.9402
2023-03-30 13:15:55,4591.9109
2023-03-30 13:16:41,4591.8821
2023-03-30 13:17:09,4591.8541
2023-03-30 13:17:11,4591.8265
2023-03-30 13:17:51,4591.7986
2023-03-30 13:17:56,4591.7014
2023-03-30 13:17:57,4591.6692
2023-03-30 13:18:00,4591.3962
2023-03-30 13:18:01,4591.3293
2023-03-30 13:18:02,4591.1977
2023-03-30 13:18:07,4591.1655
2023-03-30 13:18:08,4591.0396
2023-03-30 13:18:09,4590.7187
2023-03-30 13:18:10,4590.5838
2023-03-30 13:18:11,4590.476
2023-03-30 13:18:18,4590.4427
2023-03-30 13:18:29,4590.4086
2023-03-30 13:19:04,4590.3745
2023-03-30 13:19:07,4590.3405
2023-03-30 13:19:10,4590.2095
2023-03-30 13:19:29,4590.1028
2023-03-30 13:19:33,4590.0838
2023-03-30 13:19:34,4590.0656
2023-03-30 13:19:37,4590.0476
2023-03-30 13:19:40,4590.0301
2023-03-30 13:19:45,4589.9842
2023-03-30 13:20:38,4589.9631
2023-03-30 13:21:35,4589.9254
2023-03-30 13:21:38,4589.9185
2023-03-30 13:22:55,4589.9063
2023-03-30 13:23:11,4589.8943
2023-03-30 13:23:19,4589.8824
2023-03-30 13:23:39,4589.8686
2023-03-30 13:23:40,4589.8548
2023-03-30 13:24:14,4589.7829
2023-03-30 13:25:00,4589.7649
2023-03-30 13:25:17,4589.7471
2023-03-30 13:25:21,4589.7303
2023-03-30 13:25:23,4589.7126
2023-03-30 13:25:24,4589.6779
2023-03-30 13:25:57,4589.6655
2023-03-30 13:25:58,4589.654
2023-03-30 13:26:41,4589.6219
2023-03-30 13:26:43,4589.5884
2023-03-30 13:26:45,4589.5554
2023-03-30 13:26:47,4589.5248
2023-03-30 13:26:55,4589.4917
2023-03-30 13:26:59,4589.4751
2023-03-30 13:27:00,4589.452
2023-03-30 13:27:27,4589.442
2023-03-30 13:27:52,4589.3854
2023-03-30 13:28:10,4589.2772
2023-03-30 13:28:13,4589.2591
2023-03-30 13:28:23,4589.2441
2023-03-30 13:28:31,4589.2257
2023-03-30 13:28:35,4589.2074
2023-03-30 13:28:37,4589.1886
2023-03-30 13:28:55,4589.1772
2023-03-30 13:29:21,4589.1646
2023-03-30 13:29:22,4589.1534
2023-03-30 13:29:23,4589.1318
2023-03-30 13:29:25,4589.0999
2023-03-30 13:29:26,4589.0626
2023-03-30 13:29:30,4589.0569
2023-03-30 13:29:35,4589.0367
2023-03-30 13:29:44,4589.0317
2023-03-30 13:29:45,4589.0238
2023-03-30 13:29:47,4589.017
2023-03-30 13:29:49,4589.0145
2023-03-30 13:30:12,4589.008
2023-03-30 13:30:14,4589.0015
2023-03-30 13:30:21,4588.9888
2023-03-30 13:30:29,4588.9888
2023-03-30 13:30:30,4588.9889
2023-03-30 13:30:31,4588.9889
2023-03-30 13:30:46,4588.9646
2023-03-30 13:30:54,4588.9524
2023-03-30 13:31:20,4588.9404
2023-03-30 13:32:41,4588.9285
2023-03-30 13:32:43,4588.9076
2023-03-30 13:32:53,4588.8873
2023-03-30 13:33:00,4588.8836
2023-03-30 13:33:40,4588.8828
2023-03-30 13:33:41,4588.8819
2023-03-30 13:33:43,4588.8811
2023-03-30 13:33:45,4588.8803
2023-03-30 13:33:46,4588.8787
2023-03-30 13:33:48,4588.877
2023-03-30 13:33:49,4588.8774
2023-03-30 13:33:50,4588.8791
2023-03-30 13:33:51,4588.8798
2023-03-30 13:33:52,4588.8804
2023-03-30 13:34:08,4588.8752
2023-03-30 13:34:09,4588.87
2023-03-30 13:34:16,4588.8422
2023-03-30 13:34:21,4588.8347
2023-03-30 13:34:28,4588.8297
2023-03-30 13:34:32,4588.8248
2023-03-30 13:34:35,4588.8101
2023-03-30 13:34:40,4588.8028
2023-03-30 13:34:46,4588.7766
2023-03-30 13:34:49,4588.7695
2023-03-30 13:34:57,4588.7551
2023-03-30 13:34:58,4588.7479
2023-03-30 13:34:59,4588.7298
2023-03-30 13:35:11,4588.4893
2023-03-30 13:35:40,4588.4782
2023-03-30 13:36:23,4588.4672
2023-03-30 13:36:32,4588.4587
2023-03-30 13:36:39,4588.4527
2023-03-30 13:36:41,4588.4444
2023-03-30 13:36:42,4588.4408
2023-03-30 13:36:47,4588.3555
2023-03-30 13:36:55,4588.3515
2023-03-30 13:37:00,4588.3484
2023-03-30 13:37:16,4588.2907
2023-03-30 13:37:17,4588.2898
2023-03-30 13:37:29,4588.2846
2023-03-30 13:37:44,4588.2811
2023-03-30 13:37:51,4588.2794
2023-03-30 13:39:01,4588.2818
2023-03-30 13:39:02,4588.2849
2023-03-30 13:39:17,4588.2862
2023-03-30 13:39:48,4588.2856
2023-03-30 13:40:50,4588.285
2023-03-30 13:40:52,4588.2844
2023-03-30 13:40:55,4588.2832
2023-03-30 13:41:11,4588.2804
2023-03-30 13:41:13,4588.2777
2023-03-30 13:41:47,4588.2739
2023-03-30 13:41:48,4588.2626
2023-03-30 13:42:00,4588.2502
2023-03-30 13:42:02,4588.2486
2023-03-30 13:42:03,4588.2471
2023-03-30 13:42:04,4588.2444
2023-03-30 13:42:05,4588.2419
2023-03-30 13:42:19,4588.2298
2023-03-30 13:42:25,4588.2179
2023-03-30 13:42:27,4588.2154
2023-03-30 13:42:28,4588.2129
2023-03-30 13:42:41,4588.2104
2023-03-30 13:42:42,4588.208
2023-03-30 13:42:43,4588.2066
2023-03-30 13:42:54,4588.2022
2023-03-30 13:42:55,4588.1978
2023-03-30 13:43:10,4588.189
2023-03-30 13:43:13,4588.1762
2023-03-30 13:43:24,4588.1719
2023-03-30 13:44:01,4588.1561
2023-03-30 13:44:13,4588.1436
2023-03-30 13:45:11,4588.1393
2023-03-30 13:45:20,4588.1367
2023-03-30 13:45:45,4588.1325
2023-03-30 13:45:46,4588.1302
2023-03-30 13:45:48,4588.1286
2023-03-30 13:45:49,4588.1225
2023-03-30 13:46:26,4588.1184
2023-03-30 13:46:41,4588.1096
2023-03-30 13:46:43,4588.1056
2023-03-30 13:46:46,4588.097
2023-03-30 13:46:49,4588.0949
2023-03-30 13:46:52,4588.0943
2023-03-30 13:46:53,4588.094
2023-03-30 13:46:54,4588.0936
2023-03-30 13:46:56,4588.0938
2023-03-30 13:47:01,4588.1011
2023-03-30 13:47:12,4588.1043
2023-03-30 13:47:13,4588.1086
2023-03-30 13:47:14,4588.1202
2023-03-30 13:47:18,4588.156
2023-03-30 13:47:20,4588.1633
2023-03-30 13:47:26,4588.1722
2023-03-30 13:47:28,4588.1899
2023-03-30 13:47:29,4588.1987
2023-03-30 13:47:44,4588.2097
2023-03-30 13:48:31,4588.2157
2023-03-30 13:48:42,4588.2231
2023-03-30 13:48:44,4588.2263
2023-03-30 13:48:47,4588.2331
2023-03-30 13:48:50,4588.2944
2023-03-30 13:49:01,4588.3049
2023-03-30 13:49:02,4588.3537
2023-03-30 13:49:03,4588.4281
2023-03-30 13:49:04,4588.4736
2023-03-30 13:49:05,4588.5063
2023-03-30 13:49:06,4588.5227
2023-03-30 13:49:09,4588.539
2023-03-30 13:49:11,4588.5553
2023-03-30 13:49:13,4588.5716
2023-03-30 13:49:17,4588.5879
2023-03-30 13:49:34,4588.7331
2023-03-30 13:49:35,4588.7713
2023-03-30 13:49:36,4588.8344
2023-03-30 13:49:37,4588.8579
2023-03-30 13:50:53,4588.8791
2023-03-30 13:50:55,4588.9024
2023-03-30 13:51:07,4588.9252
2023-03-30 13:51:08,4588.9437
2023-03-30 13:51:18,4588.9621
2023-03-30 13:51:47,4588.9822
2023-03-30 13:51:49,4589.0022
2023-03-30 13:52:22,4589.0237
2023-03-30 13:52:32,4589.0453
2023-03-30 13:52:33,4589.0667
2023-03-30 13:52:44,4589.1697
2023-03-30 13:52:53,4589.1923
2023-03-30 13:52:54,4589.2175
2023-03-30 13:52:55,4589.2683
2023-03-30 13:52:56,4589.2935
2023-03-30 13:52:57,4589.4475
2023-03-30 13:52:58,4589.5071
2023-03-30 13:52:59,4589.8225
2023-03-30 13:53:00,4589.8703
2023-03-30 13:53:01,4589.927
2023-03-30 13:53:14,4589.9666
2023-03-30 13:54:08,4590.0013
2023-03-30 13:54:10,4590.0766
2023-03-30 13:54:11,4590.15
2023-03-30 13:55:01,4590.5816
2023-03-30 13:55:03,4590.7247
2023-03-30 13:55:05,4590.7601
2023-03-30 13:55:06,4590.8308
2023-03-30 13:55:07,4590.9025
2023-03-30 13:55:09,4591.3329
2023-03-30 13:55:10,4591.5423
2023-03-30 13:55:11,4591.6113
2023-03-30 13:55:12,4591.6457
2023-03-30 13:55:13,4591.6807
2023-03-30 13:55:17,4591.7155
2023-03-30 13:55:18,4591.7503
2023-03-30 13:55:20,4591.7844
2023-03-30 13:55:24,4591.8571
2023-03-30 13:55:47,4591.8908
2023-03-30 13:56:20,4591.9998
2023-03-30 13:56:21,4592.0373
2023-03-30 13:56:22,4592.1494
2023-03-30 13:56:25,4592.8021
2023-03-30 13:56:26,4592.916
2023-03-30 13:56:27,4593.043
2023-03-30 13:56:28,4593.1351
2023-03-30 13:56:35,4593.1834
2023-03-30 13:56:39,4593.2288
2023-03-30 13:57:17,4593.3137
2023-03-30 13:57:54,4593.3522
2023-03-30 13:57:58,4593.3943
2023-03-30 13:58:07,4593.4701
2023-03-30 13:58:10,4593.5078
2023-03-30 13:58:16,4593.5488
2023-03-30 13:58:17,4593.5903
2023-03-30 13:58:21,4593.7872
2023-03-30 13:58:22,4594.1132
2023-03-30 13:58:23,4594.4073
2023-03-30 13:58:26,4594.4911
2023-03-30 13:58:27,4594.6574
2023-03-30 13:58:28,4594.8219
2023-03-30 13:58:29,4594.9035
2023-03-30 13:58:31,4594.9429
2023-03-30 13:58:36,4595.0213
2023-03-30 13:58:37,4595.0992
2023-03-30 13:58:42,4595.5164
2023-03-30 13:58:43,4595.921
2023-03-30 13:58:45,4596.3135
2023-03-30 13:58:47,4596.4417
