fecha,valor
2023-03-23 13:05:16,4761
2023-03-23 13:05:23,4762.3333
2023-03-23 13:06:54,4763.4167
2023-03-23 13:06:57,4763.8471
2023-03-23 13:06:59,4764.17
2023-03-23 13:07:10,4763.8509
2023-03-23 13:07:14,4763.7383
2023-03-23 13:07:15,4763.6123
2023-03-23 13:07:18,4763.5114
2023-03-23 13:07:21,4763.444
2023-03-23 13:07:29,4763.4788
2023-03-23 13:07:34,4763.5682
2023-03-23 13:07:35,4764.018
2023-03-23 13:07:36,4764.4983
2023-03-23 13:07:38,4764.6677
2023-03-23 13:07:39,4764.7522
2023-03-23 13:07:40,4764.8325
2023-03-23 13:07:41,4765.0587
2023-03-23 13:07:42,4765.0568
2023-03-23 13:07:43,4765.0238
2023-03-23 13:07:47,4765.0533
2023-03-23 13:08:12,4765.0931
2023-03-23 13:08:17,4765.1692
2023-03-23 13:08:26,4765.5336
2023-03-23 13:08:29,4765.6385
2023-03-23 13:08:39,4765.728
2023-03-23 13:08:47,4765.714
2023-03-23 13:09:10,4765.6709
2023-03-23 13:09:17,4765.6121
2023-03-23 13:09:43,4765.5667
2023-03-23 13:09:52,4765.5136
2023-03-23 13:10:00,4765.2404
2023-03-23 13:10:14,4765.2303
2023-03-23 13:10:28,4765.2204
2023-03-23 13:10:31,4765.1909
2023-03-23 13:10:35,4765.1621
2023-03-23 13:10:36,4765.0733
2023-03-23 13:10:37,4765.0281
2023-03-23 13:10:49,4764.9342
2023-03-23 13:10:52,4764.8885
2023-03-23 13:11:04,4764.6585
2023-03-23 13:11:05,4764.609
2023-03-23 13:11:06,4764.5121
2023-03-23 13:11:07,4764.4153
2023-03-23 13:11:08,4764.2759
2023-03-23 13:11:11,4764.0425
2023-03-23 13:11:58,4764.0011
2023-03-23 13:11:59,4763.8137
2023-03-23 13:12:00,4763.7482
2023-03-23 13:12:01,4763.6124
2023-03-23 13:12:02,4763.4714
2023-03-23 13:12:03,4763.3283
2023-03-23 13:12:09,4763.2623
2023-03-23 13:12:27,4763.2242
2023-03-23 13:12:40,4763.195
2023-03-23 13:13:31,4763.1119
2023-03-23 13:13:43,4763.0386
2023-03-23 13:13:44,4763.0312
2023-03-23 13:13:55,4763.0138
2023-03-23 13:14:53,4763.0015
2023-03-23 13:14:54,4762.9882
2023-03-23 13:14:55,4762.9794
2023-03-23 13:14:58,4762.976
2023-03-23 13:15:38,4762.9647
2023-03-23 13:15:39,4762.9498
2023-03-23 13:16:02,4762.9073
2023-03-23 13:16:04,4762.8859
2023-03-23 13:16:33,4762.8401
2023-03-23 13:16:45,4762.8231
2023-03-23 13:16:46,4762.81
2023-03-23 13:16:47,4762.7935
2023-03-23 13:16:48,4762.788
2023-03-23 13:16:49,4762.777
2023-03-23 13:16:56,4762.6692
2023-03-23 13:16:57,4762.6528
2023-03-23 13:17:02,4762.6257
2023-03-23 13:17:04,4762.6266
2023-03-23 13:17:06,4762.6286
2023-03-23 13:17:09,4762.6306
2023-03-23 13:17:15,4762.6268
2023-03-23 13:17:25,4762.6054
2023-03-23 13:17:26,4762.5892
2023-03-23 13:17:31,4762.5798
2023-03-23 13:17:57,4762.5764
2023-03-23 13:18:23,4762.5643
2023-03-23 13:18:29,4762.5515
2023-03-23 13:18:30,4762.5388
2023-03-23 13:18:31,4762.5133
2023-03-23 13:18:36,4762.4402
2023-03-23 13:18:52,4762.4322
2023-03-23 13:18:58,4762.4316
2023-03-23 13:19:20,4762.4184
2023-03-23 13:19:26,4762.415
2023-03-23 13:19:31,4762.4163
2023-03-23 13:19:32,4762.4194
2023-03-23 13:19:34,4762.4044
2023-03-23 13:19:35,4762.3901
2023-03-23 13:19:37,4762.3856
2023-03-23 13:19:54,4762.3616
2023-03-23 13:19:56,4762.3499
2023-03-23 13:20:04,4762.3342
2023-03-23 13:20:15,4762.3227
2023-03-23 13:20:16,4762.2584
2023-03-23 13:20:24,4762.2367
2023-03-23 13:20:30,4762.205
2023-03-23 13:20:32,4762.1843
2023-03-23 13:20:35,4762.1741
2023-03-23 13:20:39,4762.1617
2023-03-23 13:20:44,4762.1494
2023-03-23 13:20:46,4762.1357
2023-03-23 13:20:47,4762.0776
2023-03-23 13:20:48,4761.9637
